train/actor_loss,time/episodes,train/n_updates,time/fps,time/total_timesteps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean
,7912,,26,759552,,28873,2661.327,,96.0
-476.85108375549316,7916,760192,26,760320,2673.9539108276367,28903,2663.7307,0.0018832140971657787,96.0
,7920,,26,760320,,28903,2663.7307,,96.0
-479.51817417144775,7924,760960,26,761088,2720.742561340332,28932,2658.6704,0.0018832140971657787,96.0
,7928,,26,761088,,28932,2658.6704,,96.0
-476.0020351409912,7932,761728,26,761856,2570.657175064087,28961,2664.265,0.0018832140971657787,96.0
,7936,,26,761856,,28961,2664.265,,96.0
-477.0103635787964,7940,762496,26,762624,2506.0130729675293,28990,2664.2256,0.0018832140971657787,96.0
,7944,,26,762624,,28990,2664.2256,,96.0
-473.788197517395,7948,763264,26,763392,2604.1910514831543,29020,2669.804,0.0018832140971657787,96.0
,7952,,26,763392,,29020,2669.804,,96.0
-479.7353515625,7956,764032,26,764160,2633.1566276550293,29049,2666.4675,0.0018832140971657787,96.0
,7960,,26,764160,,29049,2666.4675,,96.0
-476.77494525909424,7964,764800,26,764928,2684.592679977417,29078,2664.4355,0.0018832140971657787,96.0
,7968,,26,764928,,29078,2664.4355,,96.0
-482.80555629730225,7972,765568,26,765696,2687.884750366211,29108,2663.6338,0.0018832140971657787,96.0
,7976,,26,765696,,29108,2663.6338,,96.0
-480.6450605392456,7980,766336,26,766464,2635.3053283691406,29137,2655.884,0.0018832140971657787,96.0
,7984,,26,766464,,29137,2655.884,,96.0
-472.94513988494873,7988,767104,26,767232,2654.993984222412,29166,2653.9182,0.0018832140971657787,96.0
,7992,,26,767232,,29166,2653.9182,,96.0
-475.7987184524536,7996,767872,26,768000,2524.6540489196777,29195,2653.1572,0.0018832140971657787,96.0
,8000,,26,768000,,29195,2653.1572,,96.0
-474.82394218444824,8004,768640,26,768768,2628.407299041748,29225,2646.8535,0.0018832140971657787,96.0
,8008,,26,768768,,29225,2646.8535,,96.0
-485.5849142074585,8012,769408,26,769536,2561.8098011016846,29255,2639.1729,0.0018832140971657787,96.0
,8016,,26,769536,,29255,2639.1729,,96.0
-481.4438714981079,8020,770176,26,770304,2664.2973976135254,29284,2640.6084,0.0018832140971657787,96.0
,8024,,26,770304,,29284,2640.6084,,96.0
-476.5723304748535,8028,770944,26,771072,2569.9883041381836,29313,2643.2898,0.0018832140971657787,96.0
,8032,,26,771072,,29313,2643.2898,,96.0
-477.503212928772,8036,771712,26,771840,2736.2927017211914,29342,2646.831,0.0018832140971657787,96.0
,8040,,26,771840,,29342,2646.831,,96.0
-479.72485733032227,8044,772480,26,772608,2672.778591156006,29371,2645.7534,0.0018832140971657787,96.0
,8048,,26,772608,,29371,2645.7534,,96.0
-479.62511444091797,8052,773248,26,773376,2611.8328247070312,29400,2635.5413,0.0018832140971657787,96.0
,8056,,26,773376,,29400,2635.5413,,96.0
-483.12142276763916,8060,774016,26,774144,2648.3586750030518,29429,2639.3662,0.0018832140971657787,96.0
,8064,,26,774144,,29429,2639.3662,,96.0
-480.64360904693604,8068,774784,26,774912,2745.287431716919,29458,2632.8088,0.0018832140971657787,96.0
,8072,,26,774912,,29458,2632.8088,,96.0
-482.8514633178711,8076,775552,26,775680,2691.652500152588,29487,2629.276,0.0018832140971657787,96.0
,8080,,26,775680,,29487,2629.276,,96.0
-479.0540084838867,8084,776320,26,776448,2610.580442428589,29516,2631.6348,0.0018832140971657787,96.0
,8088,,26,776448,,29516,2631.6348,,96.0
-473.56088638305664,8092,777088,26,777216,2567.9542350769043,29545,2629.3906,0.0018832140971657787,96.0
,8096,,26,777216,,29545,2629.3906,,96.0
-479.2753324508667,8100,777856,26,777984,2627.4969520568848,29575,2629.2935,0.0018832140971657787,96.0
,8104,,26,777984,,29575,2629.2935,,96.0
-477.86190700531006,8108,778624,26,778752,2695.3691787719727,29604,2630.6086,0.0018832140971657787,96.0
,8112,,26,778752,,29604,2630.6086,,96.0
-477.74900245666504,8116,779392,26,779520,2715.754135131836,29633,2627.5024,0.0018832140971657787,96.0
,8120,,26,779520,,29633,2627.5024,,96.0
-477.9958143234253,8124,780160,26,780288,2601.354560852051,29662,2622.9976,0.0018832140971657787,96.0
,8128,,26,780288,,29662,2622.9976,,96.0
-486.7494707107544,8132,780928,26,781056,2475.280237197876,29692,2617.3657,0.0018832140971657787,96.0
,8136,,26,781056,,29692,2617.3657,,96.0
-480.82437324523926,8140,781696,26,781824,2621.4149055480957,29721,2609.2417,0.0018832140971657787,96.0
,8144,,26,781824,,29721,2609.2417,,96.0
-478.6435375213623,8148,782464,26,782592,2652.299180984497,29751,2610.8833,0.0018832140971657787,96.0
,8152,,26,782592,,29751,2610.8833,,96.0
-482.82673740386963,8156,783232,26,783360,2576.9995307922363,29780,2612.7122,0.0018832140971657787,96.0
,8160,,26,783360,,29780,2612.7122,,96.0
-482.10486030578613,8164,784000,26,784128,2608.0280055999756,29808,2614.7747,0.0018832140971657787,96.0
,8168,,26,784128,,29808,2614.7747,,96.0
-480.0238847732544,8172,784768,26,784896,2592.500684738159,29837,2618.784,0.0018832140971657787,96.0
,8176,,26,784896,,29837,2618.784,,96.0
-483.3618278503418,8180,785536,26,785664,2602.076473236084,29866,2621.7656,0.0018832140971657787,96.0
,8184,,26,785664,,29866,2621.7656,,96.0
-483.2515630722046,8188,786304,26,786432,2589.9297275543213,29895,2615.2996,0.0018832140971657787,96.0
,8192,,26,786432,,29895,2615.2996,,96.0
-481.20166301727295,8196,787072,26,787200,2657.405075073242,29924,2615.5073,0.0018832140971657787,96.0
,8200,,26,787200,,29924,2615.5073,,96.0
-484.21627616882324,8204,787840,26,787968,2543.213710784912,29953,2615.725,0.0018832140971657787,96.0
,8208,,26,787968,,29953,2615.725,,96.0
-486.803692817688,8212,788608,26,788736,2563.6540489196777,29982,2616.9116,0.0018832140971657787,96.0
,8216,,26,788736,,29982,2616.9116,,96.0
-484.3016366958618,8220,789376,26,789504,2678.3090686798096,30012,2619.665,0.0018832140971657787,96.0
,8224,,26,789504,,30012,2619.665,,96.0
-484.19251251220703,8228,790144,26,790272,2576.67107963562,30041,2622.9316,0.0018832140971657787,96.0
,8232,,26,790272,,30041,2622.9316,,96.0
-477.81181812286377,8236,790912,26,791040,2670.980005264282,30070,2624.3506,0.0018832140971657787,96.0
,8240,,26,791040,,30070,2624.3506,,96.0
-477.45058155059814,8244,791680,26,791808,2620.2945098876953,30099,2626.3982,0.0018832140971657787,96.0
,8248,,26,791808,,30099,2626.3982,,96.0
-485.4254274368286,8252,792448,26,792576,2565.723653793335,30128,2629.7112,0.0018832140971657787,96.0
,8256,,26,792576,,30128,2629.7112,,96.0
-484.47652435302734,8260,793216,26,793344,2634.152069091797,30157,2637.319,0.0018832140971657787,96.0
,8264,,26,793344,,30157,2637.319,,96.0
-486.78376865386963,8268,793984,26,794112,2641.131359100342,30187,2637.3218,0.0018832140971657787,96.0
,8272,,26,794112,,30187,2637.3218,,96.0
-488.66876888275146,8276,794752,26,794880,2728.1261825561523,30216,2637.4653,0.0018832140971657787,96.0
,8280,,26,794880,,30216,2637.4653,,96.0
-481.65057277679443,8284,795520,26,795648,2612.7890968322754,30245,2636.6108,0.0018832140971657787,96.0
,8288,,26,795648,,30245,2636.6108,,96.0
-484.937406539917,8292,796288,26,796416,2706.3298377990723,30274,2642.1191,0.0018832140971657787,96.0
,8296,,26,796416,,30274,2642.1191,,96.0
-482.87180042266846,8300,797056,26,797184,2587.3482513427734,30303,2642.328,0.0018832140971657787,96.0
,8304,,26,797184,,30303,2642.328,,96.0
-488.26991081237793,8308,797824,26,797952,2629.1209449768066,30332,2635.5522,0.0018832140971657787,96.0
,8312,,26,797952,,30332,2635.5522,,96.0
-483.2072925567627,8316,798592,26,798720,2630.3414096832275,30361,2630.825,0.0018832140971657787,96.0
,8320,,26,798720,,30361,2630.825,,96.0
-482.15532398223877,8324,799360,26,799488,2724.6428298950195,30391,2635.2532,0.0018832140971657787,96.0
,8328,,26,799488,,30391,2635.2532,,96.0
-479.99168395996094,8332,800128,26,800256,2628.8164234161377,30420,2629.3323,0.0018832140971657787,96.0
,8336,,26,800256,,30420,2629.3323,,96.0
-483.71542167663574,8340,800896,26,801024,2648.4894256591797,30449,2633.3484,0.0018832140971657787,96.0
,8344,,26,801024,,30449,2633.3484,,96.0
-481.0660676956177,8348,801664,26,801792,2676.5247802734375,30478,2631.099,0.0018832140971657787,96.0
,8352,,26,801792,,30478,2631.099,,96.0
-477.7358522415161,8356,802432,26,802560,2591.8358459472656,30507,2627.3262,0.0018832140971657787,96.0
,8360,,26,802560,,30507,2627.3262,,96.0
-480.7522783279419,8364,803200,26,803328,2562.9079055786133,30536,2619.887,0.0018832140971657787,96.0
,8368,,26,803328,,30536,2619.887,,96.0
-483.60981273651123,8372,803968,26,804096,2639.9233894348145,30565,2620.1387,0.0018832140971657787,96.0
,8376,,26,804096,,30565,2620.1387,,96.0
-479.89021492004395,8380,804736,26,804864,2651.3769721984863,30594,2618.0354,0.0018832140971657787,96.0
,8384,,26,804864,,30594,2618.0354,,96.0
-478.8733711242676,8388,805504,26,805632,2573.7040481567383,30623,2618.7598,0.0018832140971657787,96.0
,8392,,26,805632,,30623,2618.7598,,96.0
-477.86681175231934,8396,806272,26,806400,2680.607135772705,30652,2617.6157,0.0018832140971657787,96.0
,8400,,26,806400,,30652,2617.6157,,96.0
-480.79641246795654,8404,807040,26,807168,2609.196918487549,30681,2619.5078,0.0018832140971657787,96.0
,8408,,26,807168,,30681,2619.5078,,96.0
-478.62270069122314,8412,807808,26,807936,2571.2458686828613,30710,2622.192,0.0018832140971657787,96.0
,8416,,26,807936,,30710,2622.192,,96.0
-479.3937406539917,8420,808576,26,808704,2599.8742084503174,30739,2624.9893,0.0018832140971657787,96.0
,8424,,26,808704,,30739,2624.9893,,96.0
-478.08962535858154,8428,809344,26,809472,2659.079242706299,30768,2623.1116,0.0018832140971657787,96.0
,8432,,26,809472,,30768,2623.1116,,96.0
-474.21330738067627,8436,810112,26,810240,2560.5609855651855,30797,2624.1533,0.0018832140971657787,96.0
,8440,,26,810240,,30797,2624.1533,,96.0
-478.82831954956055,8444,810880,26,811008,2623.479518890381,30826,2619.1855,0.0018832140971657787,96.0
,8448,,26,811008,,30826,2619.1855,,96.0
-477.0142889022827,8452,811648,26,811776,2511.7151527404785,30855,2624.6816,0.0018832140971657787,96.0
,8456,,26,811776,,30855,2624.6816,,96.0
-478.62317276000977,8460,812416,26,812544,2518.608720779419,30884,2626.1128,0.0018832140971657787,96.0
,8464,,26,812544,,30884,2626.1128,,96.0
-476.9227247238159,8468,813184,26,813312,2619.5499572753906,30913,2629.05,0.0018832140971657787,96.0
,8472,,26,813312,,30913,2629.05,,96.0
-484.24766063690186,8476,813952,26,814080,2582.1671180725098,30942,2627.005,0.0018832140971657787,96.0
,8480,,26,814080,,30942,2627.005,,96.0
-482.09600830078125,8484,814720,26,814848,2603.8163414001465,30971,2625.7537,0.0018832140971657787,96.0
,8488,,26,814848,,30971,2625.7537,,96.0
-477.6581115722656,8492,815488,26,815616,2695.0383796691895,31000,2633.0874,0.0018832140971657787,96.0
,8496,,26,815616,,31000,2633.0874,,96.0
-483.30571365356445,8500,816256,26,816384,2647.2075386047363,31029,2630.779,0.0018832140971657787,96.0
,8504,,26,816384,,31029,2630.779,,96.0
-474.8923168182373,8508,817024,26,817152,2626.093095779419,31058,2634.3816,0.0018832140971657787,96.0
,8512,,26,817152,,31058,2634.3816,,96.0
-483.8168029785156,8516,817792,26,817920,2661.9558639526367,31088,2635.5723,0.0018832140971657787,96.0
,8520,,26,817920,,31088,2635.5723,,96.0
-485.9846363067627,8524,818560,26,818688,2552.845806121826,31118,2634.2993,0.0018832140971657787,96.0
,8528,,26,818688,,31118,2634.2993,,96.0
-483.64583110809326,8532,819328,26,819456,2719.9284744262695,31148,2635.3213,0.0018832140971657787,96.0
,8536,,26,819456,,31148,2635.3213,,96.0
-479.0598134994507,8540,820096,26,820224,2686.32527923584,31178,2638.5176,0.0018832140971657787,96.0
,8544,,26,820224,,31178,2638.5176,,96.0
-479.9511833190918,8548,820864,26,820992,2586.1883659362793,31208,2636.3643,0.0018832140971657787,96.0
,8552,,26,820992,,31208,2636.3643,,96.0
-481.580792427063,8556,821632,26,821760,2608.311128616333,31237,2634.546,0.0018832140971657787,96.0
,8560,,26,821760,,31237,2634.546,,96.0
-487.930627822876,8564,822400,26,822528,2593.785436630249,31267,2633.9858,0.0018832140971657787,96.0
,8568,,26,822528,,31267,2633.9858,,96.0
-483.14598274230957,8572,823168,26,823296,2628.4634189605713,31298,2630.5667,0.0018832140971657787,96.0
,8576,,26,823296,,31298,2630.5667,,96.0
-481.57278633117676,8580,823936,26,824064,2591.422508239746,31327,2629.9478,0.0018832140971657787,96.0
,8584,,26,824064,,31327,2629.9478,,96.0
-476.24770069122314,8588,824704,26,824832,2626.4530067443848,31356,2630.8071,0.0018832140971657787,96.0
,8592,,26,824832,,31356,2630.8071,,96.0
-484.98577213287354,8596,825472,26,825600,2560.7486839294434,31385,2627.0972,0.0018832140971657787,96.0
,8600,,26,825600,,31385,2627.0972,,96.0
-482.06939601898193,8604,826240,26,826368,2473.4259967803955,31414,2620.3882,0.0018832140971657787,96.0
,8608,,26,826368,,31414,2620.3882,,96.0
-475.3660249710083,8612,827008,26,827136,2637.4377250671387,31443,2618.3088,0.0018832140971657787,96.0
,8616,,26,827136,,31443,2618.3088,,96.0
-482.77556800842285,8620,827776,26,827904,2542.5002822875977,31472,2615.5679,0.0018832140971657787,96.0
,8624,,26,827904,,31472,2615.5679,,96.0
-483.1352643966675,8628,828544,26,828672,2659.1908836364746,31501,2608.9316,0.0018832140971657787,96.0
,8632,,26,828672,,31501,2608.9316,,96.0
-485.6578302383423,8636,829312,26,829440,2542.0710411071777,31531,2608.1797,0.0018832140971657787,96.0
,8640,,26,829440,,31531,2608.1797,,96.0
-484.2810821533203,8644,830080,26,830208,2701.5639266967773,31560,2612.8657,0.0018832140971657787,96.0
,8648,,26,830208,,31560,2612.8657,,96.0
-485.6033229827881,8652,830848,26,830976,2587.7054595947266,31589,2608.0803,0.0018832140971657787,96.0
,8656,,26,830976,,31589,2608.0803,,96.0
-484.43008518218994,8660,831616,26,831744,2667.399513244629,31619,2605.5388,0.0018832140971657787,96.0
,8664,,26,831744,,31619,2605.5388,,96.0
-481.59004497528076,8668,832384,26,832512,2617.183017730713,31648,2610.7854,0.0018832140971657787,96.0
,8672,,26,832512,,31648,2610.7854,,96.0
-483.63622188568115,8676,833152,26,833280,2604.886142730713,31678,2610.1716,0.0018832140971657787,96.0
,8680,,26,833280,,31678,2610.1716,,96.0
-485.68150424957275,8684,833920,26,834048,2655.6281547546387,31707,2613.185,0.0018832140971657787,96.0
,8688,,26,834048,,31707,2613.185,,96.0
-488.3134069442749,8692,834688,26,834816,2627.365001678467,31736,2613.25,0.0018832140971657787,96.0
,8696,,26,834816,,31736,2613.25,,96.0
-483.6378059387207,8700,835456,26,835584,2571.7523860931396,31765,2615.8645,0.0018832140971657787,96.0
,8704,,26,835584,,31765,2615.8645,,96.0
-485.3591184616089,8708,836224,26,836352,2674.467414855957,31794,2614.3752,0.0018832140971657787,96.0
,8712,,26,836352,,31794,2614.3752,,96.0
-483.1120090484619,8716,836992,26,837120,2591.3079719543457,31823,2620.2095,0.0018832140971657787,96.0
,8720,,26,837120,,31823,2620.2095,,96.0
-483.3032474517822,8724,837760,26,837888,2540.718364715576,31852,2619.8506,0.0018832140971657787,96.0
,8728,,26,837888,,31852,2619.8506,,96.0
-481.4665479660034,8732,838528,26,838656,2534.691879272461,31881,2619.8015,0.0018832140971657787,96.0
,8736,,26,838656,,31881,2619.8015,,96.0
-480.52898025512695,8740,839296,26,839424,2561.032886505127,31910,2621.942,0.0018832140971657787,96.0
,8744,,26,839424,,31910,2621.942,,96.0
-483.7658271789551,8748,840064,26,840192,2578.6417331695557,31939,2625.1665,0.0018832140971657787,96.0
,8752,,26,840192,,31939,2625.1665,,96.0
-484.94971656799316,8756,840832,26,840960,2664.4087982177734,31968,2627.0122,0.0018832140971657787,96.0
,8760,,26,840960,,31968,2627.0122,,96.0
-488.2471981048584,8764,841600,26,841728,2575.4174766540527,31997,2629.9902,0.0018832140971657787,96.0
,8768,,26,841728,,31997,2629.9902,,96.0
-489.6509656906128,8772,842368,26,842496,2662.219133377075,32026,2627.3079,0.0018832140971657787,96.0
,8776,,26,842496,,32026,2627.3079,,96.0
-489.9501190185547,8780,843136,26,843264,2632.849769592285,32057,2626.8682,0.0018832140971657787,96.0
,8784,,26,843264,,32057,2626.8682,,96.0
-491.5323476791382,8788,843904,26,844032,2678.2400035858154,32086,2625.6763,0.0018832140971657787,96.0
,8792,,26,844032,,32086,2625.6763,,96.0
-487.74353218078613,8796,844672,26,844800,2756.8841247558594,32115,2624.2302,0.0018832140971657787,96.0
,8800,,26,844800,,32115,2624.2302,,96.0
-490.3542060852051,8804,845440,26,845568,2725.7440872192383,32145,2624.221,0.0018832140971657787,96.0
,8808,,26,845568,,32145,2624.221,,96.0
-492.2401514053345,8812,846208,26,846336,2677.2701988220215,32174,2624.544,0.0018832140971657787,96.0
,8816,,26,846336,,32174,2624.544,,96.0
-492.169638633728,8820,846976,26,847104,2716.6014556884766,32203,2626.1875,0.0018832140971657787,96.0
,8824,,26,847104,,32203,2626.1875,,96.0
-492.2734956741333,8828,847744,26,847872,2692.1950340270996,32232,2626.6357,0.0018832140971657787,96.0
,8832,,26,847872,,32232,2626.6357,,96.0
-491.9556198120117,8836,848512,26,848640,2636.3816108703613,32261,2627.373,0.0018832140971657787,96.0
,8840,,26,848640,,32261,2627.373,,96.0
-487.7495069503784,8844,849280,26,849408,2626.366600036621,32290,2624.868,0.0018832140971657787,96.0
,8848,,26,849408,,32290,2624.868,,96.0
-491.10255336761475,8852,850048,26,850176,2760.2007751464844,32319,2622.4385,0.0018832140971657787,96.0
,8856,,26,850176,,32319,2622.4385,,96.0
-493.35481452941895,8860,850816,26,850944,2671.1425285339355,32348,2624.2983,0.0018832140971657787,96.0
,8864,,26,850944,,32348,2624.2983,,96.0
-489.637921333313,8868,851584,26,851712,2613.7781562805176,32378,2624.7498,0.0018832140971657787,96.0
,8872,,26,851712,,32378,2624.7498,,96.0
-483.1579465866089,8876,852352,26,852480,2673.101936340332,32407,2622.9255,0.0018832140971657787,96.0
,8880,,26,852480,,32407,2622.9255,,96.0
-489.5639543533325,8884,853120,26,853248,2671.405574798584,32436,2624.7493,0.0018832140971657787,96.0
,8888,,26,853248,,32436,2624.7493,,96.0
-484.80858039855957,8892,853888,26,854016,2643.7399253845215,32465,2626.6147,0.0018832140971657787,96.0
,8896,,26,854016,,32465,2626.6147,,96.0
-487.40016651153564,8900,854656,26,854784,2703.654960632324,32494,2628.1174,0.0018832140971657787,96.0
,8904,,26,854784,,32494,2628.1174,,96.0
-480.9685068130493,8908,855424,26,855552,2762.020683288574,32523,2626.1375,0.0018832140971657787,96.0
,8912,,26,855552,,32523,2626.1375,,96.0
-483.47847270965576,8916,856192,26,856320,2654.699016571045,32552,2629.176,0.0018832140971657787,96.0
,8920,,26,856320,,32552,2629.176,,96.0
-477.89686012268066,8924,856960,26,857088,2640.435432434082,32581,2632.5547,0.0018832140971657787,96.0
,8928,,26,857088,,32581,2632.5547,,96.0
-480.423300743103,8932,857728,26,857856,2662.157585144043,32610,2633.3562,0.0018832140971657787,96.0
,8936,,26,857856,,32610,2633.3562,,96.0
-485.6092224121094,8940,858496,26,858624,2658.2441444396973,32639,2640.2166,0.0018832140971657787,96.0
,8944,,26,858624,,32639,2640.2166,,96.0
-482.84727001190186,8948,859264,26,859392,2740.543727874756,32669,2639.691,0.0018832140971657787,96.0
,8952,,26,859392,,32669,2639.691,,96.0
-484.8471689224243,8956,860032,26,860160,2580.761224746704,32698,2637.9744,0.0018832140971657787,96.0
,8960,,26,860160,,32698,2637.9744,,96.0
-479.57751750946045,8964,860800,26,860928,2599.769353866577,32727,2639.748,0.0018832140971657787,96.0
,8968,,26,860928,,32727,2639.748,,96.0
-483.8472204208374,8972,861568,26,861696,2650.5921592712402,32756,2639.5212,0.0018832140971657787,96.0
,8976,,26,861696,,32756,2639.5212,,96.0
-486.7363338470459,8980,862336,26,862464,2747.6473083496094,32785,2642.6106,0.0018832140971657787,96.0
,8984,,26,862464,,32785,2642.6106,,96.0
-487.2426948547363,8988,863104,26,863232,2604.8383140563965,32814,2644.1082,0.0018832140971657787,96.0
,8992,,26,863232,,32814,2644.1082,,96.0
-485.1437749862671,8996,863872,26,864000,2637.2799758911133,32843,2647.4634,0.0018832140971657787,96.0
,9000,,26,864000,,32843,2647.4634,,96.0
-485.6977586746216,9004,864640,26,864768,2627.7469329833984,32872,2644.618,0.0018832140971657787,96.0
,9008,,26,864768,,32872,2644.618,,96.0
-481.5597915649414,9012,865408,26,865536,2665.65806388855,32901,2645.848,0.0018832140971657787,96.0
,9016,,26,865536,,32901,2645.848,,96.0
-486.23107624053955,9020,866176,26,866304,2561.4119091033936,32930,2642.9873,0.0018832140971657787,96.0
,9024,,26,866304,,32930,2642.9873,,96.0
-485.72635650634766,9028,866944,26,867072,2672.0841178894043,32959,2639.0505,0.0018832140971657787,96.0
,9032,,26,867072,,32959,2639.0505,,96.0
-487.49469089508057,9036,867712,26,867840,2572.1802558898926,32988,2631.43,0.0018832140971657787,96.0
,9040,,26,867840,,32988,2631.43,,96.0
-489.2103328704834,9044,868480,26,868608,2603.491024017334,33017,2623.5684,0.0018832140971657787,96.0
,9048,,26,868608,,33017,2623.5684,,96.0
-488.74889373779297,9052,869248,26,869376,2690.045196533203,33046,2623.9019,0.0018832140971657787,96.0
,9056,,26,869376,,33046,2623.9019,,96.0
-487.5811824798584,9060,870016,26,870144,2694.287817001343,33075,2625.8281,0.0018832140971657787,96.0
,9064,,26,870144,,33075,2625.8281,,96.0
-485.18766689300537,9068,870784,26,870912,2628.314073562622,33104,2626.1135,0.0018832140971657787,96.0
,9072,,26,870912,,33104,2626.1135,,96.0
-489.34631633758545,9076,871552,26,871680,2600.589626312256,33134,2623.7134,0.0018832140971657787,96.0
,9080,,26,871680,,33134,2623.7134,,96.0
-489.0857467651367,9084,872320,26,872448,2653.6610527038574,33162,2620.833,0.0018832140971657787,96.0
,9088,,26,872448,,33162,2620.833,,96.0
-487.189905166626,9092,873088,26,873216,2703.644842147827,33192,2622.9644,0.0018832140971657787,96.0
,9096,,26,873216,,33192,2622.9644,,96.0
-486.13477325439453,9100,873856,26,873984,2730.614866256714,33221,2623.2087,0.0018832140971657787,96.0
,9104,,26,873984,,33221,2623.2087,,96.0
-487.4433650970459,9108,874624,26,874752,2609.658796310425,33250,2620.8457,0.0018832140971657787,96.0
,9112,,26,874752,,33250,2620.8457,,96.0
-494.56839656829834,9116,875392,26,875520,2606.8169174194336,33279,2620.68,0.0018832140971657787,96.0
,9120,,26,875520,,33279,2620.68,,96.0
-492.41751861572266,9124,876160,26,876288,2592.1480751037598,33308,2624.2163,0.0018832140971657787,96.0
,9128,,26,876288,,33308,2624.2163,,96.0
-493.69069480895996,9132,876928,26,877056,2760.807216644287,33337,2626.4734,0.0018832140971657787,96.0
,9136,,26,877056,,33337,2626.4734,,96.0
-488.3505153656006,9140,877696,26,877824,2689.8349113464355,33366,2632.2563,0.0018832140971657787,96.0
,9144,,26,877824,,33366,2632.2563,,96.0
-493.93611240386963,9148,878464,26,878592,2662.060230255127,33395,2636.6833,0.0018832140971657787,96.0
,9152,,26,878592,,33395,2636.6833,,96.0
-492.3896236419678,9156,879232,26,879360,2643.6604747772217,33424,2638.3215,0.0018832140971657787,96.0
,9160,,26,879360,,33424,2638.3215,,96.0
-496.59133434295654,9164,880000,26,880128,2773.6950187683105,33454,2641.114,0.0018832140971657787,96.0
,9168,,26,880128,,33454,2641.114,,96.0
-496.4372720718384,9172,880768,26,880896,2662.9296875,33483,2644.8005,0.0018832140971657787,96.0
,9176,,26,880896,,33483,2644.8005,,96.0
-491.6360664367676,9180,881536,26,881664,2671.1241722106934,33512,2641.8428,0.0018832140971657787,96.0
,9184,,26,881664,,33512,2641.8428,,96.0
-495.49815559387207,9188,882304,26,882432,2566.2823543548584,33541,2640.8389,0.0018832140971657787,96.0
,9192,,26,882432,,33541,2640.8389,,96.0
-497.39198112487793,9196,883072,26,883200,2700.5304946899414,33570,2636.9553,0.0018832140971657787,96.0
,9200,,26,883200,,33570,2636.9553,,96.0
-500.56123065948486,9204,883840,26,883968,2772.3825607299805,33599,2637.2415,0.0018832140971657787,96.0
,9208,,26,883968,,33599,2637.2415,,96.0
-494.78242206573486,9212,884608,26,884736,2733.130458831787,33629,2635.9968,0.0018832140971657787,96.0
,9216,,26,884736,,33629,2635.9968,,96.0
-492.8888454437256,9220,885376,26,885504,2570.041664123535,33658,2634.0107,0.0018832140971657787,96.0
,9224,,26,885504,,33658,2634.0107,,96.0
-496.5402240753174,9228,886144,26,886272,2566.0897178649902,33688,2632.7778,0.0018832140971657787,96.0
,9232,,26,886272,,33688,2632.7778,,96.0
-496.2712154388428,9236,886912,26,887040,2643.8938484191895,33717,2636.0925,0.0018832140971657787,96.0
,9240,,26,887040,,33717,2636.0925,,96.0
-500.5239067077637,9244,887680,26,887808,2597.6039695739746,33746,2634.4531,0.0018832140971657787,96.0
,9248,,26,887808,,33746,2634.4531,,96.0
-492.25513553619385,9252,888448,26,888576,2596.924421310425,33776,2628.13,0.0018832140971657787,96.0
,9256,,26,888576,,33776,2628.13,,96.0
-496.11531352996826,9260,889216,26,889344,2588.241916656494,33805,2618.1533,0.0018832140971657787,96.0
,9264,,26,889344,,33805,2618.1533,,96.0
-496.2623920440674,9268,889984,26,890112,2662.6709518432617,33834,2618.7246,0.0018832140971657787,96.0
,9272,,26,890112,,33834,2618.7246,,96.0
-491.64912033081055,9276,890752,26,890880,2643.315574645996,33862,2618.6252,0.0018832140971657787,96.0
,9280,,26,890880,,33862,2618.6252,,96.0
-498.86910247802734,9284,891520,26,891648,2565.7703590393066,33891,2624.242,0.0018832140971657787,96.0
,9288,,26,891648,,33891,2624.242,,96.0
-497.7509880065918,9292,892288,26,892416,2609.968032836914,33920,2628.3584,0.0018832140971657787,96.0
,9296,,26,892416,,33921,2628.3584,,96.0
-499.48514556884766,9300,893056,26,893184,2616.167848587036,33950,2633.531,0.0018832140971657787,96.0
,9304,,26,893184,,33950,2633.531,,96.0
-504.4513940811157,9308,893824,26,893952,2589.419797897339,33979,2632.8928,0.0018832140971657787,96.0
,9312,,26,893952,,33979,2632.8928,,96.0
-500.9288740158081,9316,894592,26,894720,2607.0577754974365,34008,2637.2007,0.0018832140971657787,96.0
,9320,,26,894720,,34008,2637.2007,,96.0
-502.3360929489136,9324,895360,26,895488,2664.4218349456787,34037,2640.9468,0.0018832140971657787,96.0
,9328,,26,895488,,34037,2640.9468,,96.0
-497.4690465927124,9332,896128,26,896256,2655.86012840271,34066,2643.9802,0.0018832140971657787,96.0
,9336,,26,896256,,34066,2643.9802,,96.0
-499.5340051651001,9340,896896,26,897024,2653.8191242218018,34095,2645.3467,0.0018832140971657787,96.0
,9344,,26,897024,,34095,2645.3467,,96.0
-497.7154083251953,9348,897664,26,897792,2704.8341636657715,34124,2647.9084,0.0018832140971657787,96.0
,9352,,26,897792,,34124,2647.9084,,96.0
-498.4068088531494,9356,898432,26,898560,2712.4304180145264,34153,2649.9753,0.0018832140971657787,96.0
,9360,,26,898560,,34153,2649.9753,,96.0
-496.14018630981445,9364,899200,26,899328,2664.129383087158,34182,2650.5881,0.0018832140971657787,96.0
,9368,,26,899328,,34182,2650.5881,,96.0
